,rank,name,birth,team,year,gp,cg,sho,gs,win,loss,save,hold,inning,runs,earned_run,batter_faced,hits,base2,base3,home_run,walk,intentional_walk,hb,so,balk,wild,ERA,FIP,WHIP,ERAplus,FIPplus,WAR,WPA,salary
107,108.0,헥터,1987-01-26,Kia Tigers,2018,29.0,1.0,0.0,29.0,11.0,10.0,0.0,0.0,174.0,102.0,89.0,753.0,209.0,31.0,0.0,25.0,36.0,2.0,4.0,137.0,1.0,4.0,4.6,4.78,1.41,111.5,107.9,2.96,-1.24,4000
107,108.0,헥터,1987-01-26,Kia Tigers,2018,29.0,1.0,0.0,29.0,11.0,10.0,0.0,0.0,174.0,102.0,89.0,753.0,209.0,31.0,0.0,25.0,36.0,2.0,4.0,137.0,1.0,4.0,4.6,4.78,1.41,111.5,107.9,2.96,-1.24,80000
108,109.0,레일리,1988-06-29,Lotte Giants,2018,30.0,0.0,0.0,30.0,11.0,13.0,0.0,0.0,178.1,106.0,94.0,775.0,180.0,34.0,4.0,24.0,54.0,1.0,18.0,178.0,2.0,4.0,4.74,4.78,1.31,109.9,109.3,2.95,-1.94,7600
108,109.0,레일리,1988-06-29,Lotte Giants,2018,30.0,0.0,0.0,30.0,11.0,13.0,0.0,0.0,178.1,106.0,94.0,775.0,180.0,34.0,4.0,24.0,54.0,1.0,18.0,178.0,2.0,4.0,4.74,4.78,1.31,109.9,109.3,2.95,-1.94,0
108,109.0,레일리,1988-06-29,Lotte Giants,2018,30.0,0.0,0.0,30.0,11.0,13.0,0.0,0.0,178.1,106.0,94.0,775.0,180.0,34.0,4.0,24.0,54.0,1.0,18.0,178.0,2.0,4.0,4.74,4.78,1.31,109.9,109.3,2.95,-1.94,50000
109,110.0,함덕주,1995-01-13,Doosan Bears,2018,62.0,0.0,0.0,0.0,6.0,3.0,27.0,3.0,67.0,23.0,22.0,293.0,58.0,9.0,1.0,4.0,37.0,3.0,4.0,75.0,0.0,4.0,2.96,4.07,1.42,171.0,124.8,2.95,1.58,15000
109,110.0,함덕주,1995-01-13,Doosan Bears,2018,62.0,0.0,0.0,0.0,6.0,3.0,27.0,3.0,67.0,23.0,22.0,293.0,58.0,9.0,1.0,4.0,37.0,3.0,4.0,75.0,0.0,4.0,2.96,4.07,1.42,171.0,124.8,2.95,1.58,13000
110,111.0,송은범,1984-03-17,Hanwha Eagles,2018,68.0,0.0,0.0,0.0,7.0,4.0,1.0,10.0,79.1,29.0,22.0,341.0,77.0,9.0,1.0,2.0,33.0,2.0,5.0,61.0,0.0,8.0,2.5,3.98,1.39,212.3,132.4,2.93,0.7,4000
111,112.0,장원준,1985-07-31,Doosan Bears,2015,30.0,1.0,0.0,30.0,12.0,12.0,0.0,0.0,169.2,86.0,77.0,748.0,182.0,35.0,2.0,13.0,68.0,1.0,14.0,128.0,0.0,4.0,4.08,4.54,1.47,114.8,104.1,2.89,-0.53,50000
111,112.0,장원준,1985-07-31,Doosan Bears,2015,30.0,1.0,0.0,30.0,12.0,12.0,0.0,0.0,169.2,86.0,77.0,748.0,182.0,35.0,2.0,13.0,68.0,1.0,14.0,128.0,0.0,4.0,4.08,4.54,1.47,114.8,104.1,2.89,-0.53,7200
111,112.0,장원준,1985-07-31,Doosan Bears,2015,30.0,1.0,0.0,30.0,12.0,12.0,0.0,0.0,169.2,86.0,77.0,748.0,182.0,35.0,2.0,13.0,68.0,1.0,14.0,128.0,0.0,4.0,4.08,4.54,1.47,114.8,104.1,2.89,-0.53,65000
112,113.0,문승원,1989-11-28,SSG Landers,2019,26.0,0.0,0.0,23.0,11.0,7.0,0.0,2.0,144.0,63.0,62.0,586.0,130.0,13.0,5.0,23.0,33.0,1.0,3.0,99.0,0.0,0.0,3.88,4.83,1.13,109.8,89.6,2.89,0.72,6300
113,114.0,정우람,1985-06-01,Hanwha Eagles,2017,56.0,0.0,0.0,0.0,6.0,4.0,26.0,0.0,59.0,20.0,18.0,247.0,47.0,10.0,0.0,5.0,19.0,2.0,4.0,78.0,0.0,5.0,2.75,3.26,1.12,183.1,155.5,2.88,0.56,0
113,114.0,정우람,1985-06-01,Hanwha Eagles,2017,56.0,0.0,0.0,0.0,6.0,4.0,26.0,0.0,59.0,20.0,18.0,247.0,47.0,10.0,0.0,5.0,19.0,2.0,4.0,78.0,0.0,5.0,2.75,3.26,1.12,183.1,155.5,2.88,0.56,8100
113,114.0,정우람,1985-06-01,Hanwha Eagles,2017,56.0,0.0,0.0,0.0,6.0,4.0,26.0,0.0,59.0,20.0,18.0,247.0,47.0,10.0,0.0,5.0,19.0,2.0,4.0,78.0,0.0,5.0,2.75,3.26,1.12,183.1,155.5,2.88,0.56,25000
113,114.0,정우람,1985-06-01,Hanwha Eagles,2017,56.0,0.0,0.0,0.0,6.0,4.0,26.0,0.0,59.0,20.0,18.0,247.0,47.0,10.0,0.0,5.0,19.0,2.0,4.0,78.0,0.0,5.0,2.75,3.26,1.12,183.1,155.5,2.88,0.56,40000
113,114.0,정우람,1985-06-01,Hanwha Eagles,2017,56.0,0.0,0.0,0.0,6.0,4.0,26.0,0.0,59.0,20.0,18.0,247.0,47.0,10.0,0.0,5.0,19.0,2.0,4.0,78.0,0.0,5.0,2.75,3.26,1.12,183.1,155.5,2.88,0.56,60000
115,116.0,가뇽,1990-06-26,Kia Tigers,2020,28.0,0.0,0.0,28.0,11.0,8.0,0.0,0.0,159.2,86.0,77.0,702.0,162.0,33.0,8.0,7.0,64.0,0.0,9.0,141.0,0.0,13.0,4.34,3.73,1.42,110.6,129.2,2.84,-0.55,2800
116,117.0,로저스,1985-08-14,Hanwha Eagles,2015,10.0,4.0,3.0,10.0,6.0,2.0,0.0,0.0,75.2,26.0,25.0,296.0,62.0,8.0,2.0,2.0,20.0,0.0,4.0,60.0,1.0,1.0,2.97,3.33,1.08,167.5,148.1,2.84,1.82,2900
116,117.0,로저스,1985-08-14,Hanwha Eagles,2015,10.0,4.0,3.0,10.0,6.0,2.0,0.0,0.0,75.2,26.0,25.0,296.0,62.0,8.0,2.0,2.0,20.0,0.0,4.0,60.0,1.0,1.0,2.97,3.33,1.08,167.5,148.1,2.84,1.82,5500
117,118.0,한현희,1993-06-25,Nexen Heroes,2018,30.0,0.0,0.0,28.0,11.0,7.0,0.0,0.0,169.0,98.0,90.0,756.0,208.0,42.0,3.0,22.0,49.0,0.0,20.0,105.0,0.0,6.0,4.79,5.51,1.52,107.5,92.8,2.83,-1.36,6000
117,118.0,한현희,1993-06-25,Nexen Heroes,2018,30.0,0.0,0.0,28.0,11.0,7.0,0.0,0.0,169.0,98.0,90.0,756.0,208.0,42.0,3.0,22.0,49.0,0.0,20.0,105.0,0.0,6.0,4.79,5.51,1.52,107.5,92.8,2.83,-1.36,6300
118,119.0,아델만,1987-11-13,Samsung Lions,2018,31.0,0.0,0.0,31.0,8.0,12.0,0.0,0.0,171.0,101.0,96.0,758.0,202.0,39.0,1.0,20.0,54.0,0.0,11.0,137.0,1.0,7.0,5.05,4.89,1.5,105.0,107.1,2.81,-1.15,50000
119,120.0,박정진,1976-05-27,Hanwha Eagles,2015,76.0,0.0,0.0,0.0,6.0,1.0,1.0,15.0,96.0,37.0,33.0,411.0,84.0,12.0,1.0,8.0,39.0,3.0,5.0,92.0,0.0,7.0,3.09,4.06,1.28,161.0,121.4,2.81,0.19,17000
121,122.0,권혁,1983-11-06,Hanwha Eagles,2016,66.0,0.0,0.0,0.0,6.0,2.0,3.0,13.0,95.1,45.0,41.0,418.0,93.0,17.0,2.0,5.0,42.0,5.0,7.0,77.0,1.0,2.0,3.87,4.24,1.42,135.7,122.9,2.79,0.36,12500
123,124.0,브리검,1988-02-10,Nexen Heroes,2017,24.0,0.0,0.0,24.0,10.0,6.0,0.0,0.0,144.0,77.0,70.0,619.0,166.0,21.0,4.0,17.0,26.0,0.0,13.0,98.0,0.0,8.0,4.38,4.72,1.33,113.7,103.6,2.74,0.48,12000
123,124.0,브리검,1988-02-10,Nexen Heroes,2017,24.0,0.0,0.0,24.0,10.0,6.0,0.0,0.0,144.0,77.0,70.0,619.0,166.0,21.0,4.0,17.0,26.0,0.0,13.0,98.0,0.0,8.0,4.38,4.72,1.33,113.7,103.6,2.74,0.48,3100
125,126.0,조무근,1991-09-26,KT Wiz,2015,43.0,0.0,0.0,1.0,8.0,5.0,4.0,2.0,71.2,26.0,15.0,298.0,54.0,11.0,2.0,3.0,32.0,1.0,4.0,83.0,0.0,6.0,1.88,3.31,1.2,266.8,151.0,2.73,1.35,14000
126,127.0,린드블럼,1987-06-15,Lotte Giants,2016,30.0,1.0,0.0,30.0,10.0,13.0,0.0,0.0,177.1,109.0,104.0,791.0,197.0,36.0,6.0,28.0,77.0,0.0,9.0,148.0,0.0,7.0,5.28,5.63,1.55,99.0,92.9,2.69,-1.77,2700
126,127.0,린드블럼,1987-06-15,Lotte Giants,2016,30.0,1.0,0.0,30.0,10.0,13.0,0.0,0.0,177.1,109.0,104.0,791.0,197.0,36.0,6.0,28.0,77.0,0.0,9.0,148.0,0.0,7.0,5.28,5.63,1.55,99.0,92.9,2.69,-1.77,170000
126,127.0,린드블럼,1987-06-15,Lotte Giants,2016,30.0,1.0,0.0,30.0,10.0,13.0,0.0,0.0,177.1,109.0,104.0,791.0,197.0,36.0,6.0,28.0,77.0,0.0,9.0,148.0,0.0,7.0,5.28,5.63,1.55,99.0,92.9,2.69,-1.77,120000
126,127.0,린드블럼,1987-06-15,Lotte Giants,2016,30.0,1.0,0.0,30.0,10.0,13.0,0.0,0.0,177.1,109.0,104.0,791.0,197.0,36.0,6.0,28.0,77.0,0.0,9.0,148.0,0.0,7.0,5.28,5.63,1.55,99.0,92.9,2.69,-1.77,85000
126,127.0,린드블럼,1987-06-15,Lotte Giants,2016,30.0,1.0,0.0,30.0,10.0,13.0,0.0,0.0,177.1,109.0,104.0,791.0,197.0,36.0,6.0,28.0,77.0,0.0,9.0,148.0,0.0,7.0,5.28,5.63,1.55,99.0,92.9,2.69,-1.77,4000
127,128.0,라이블리,1992-03-05,Samsung Lions,2020,21.0,0.0,0.0,21.0,6.0,7.0,0.0,0.0,112.0,54.0,53.0,478.0,98.0,16.0,1.0,11.0,39.0,0.0,12.0,95.0,0.0,2.0,4.26,4.5,1.22,115.2,108.2,2.68,-0.19,10000
129,130.0,밴헤켄,1979-07-31,Nexen Heroes,2016,12.0,0.0,0.0,12.0,7.0,3.0,0.0,0.0,72.0,29.0,27.0,287.0,55.0,14.0,0.0,10.0,19.0,0.0,5.0,81.0,0.0,1.0,3.38,4.35,1.03,155.6,119.4,2.67,0.44,7900
129,130.0,밴헤켄,1979-07-31,Nexen Heroes,2016,12.0,0.0,0.0,12.0,7.0,3.0,0.0,0.0,72.0,29.0,27.0,287.0,55.0,14.0,0.0,10.0,19.0,0.0,5.0,81.0,0.0,1.0,3.38,4.35,1.03,155.6,119.4,2.67,0.44,5600
130,131.0,구창모,1997-02-17,NC Dinos,2019,23.0,0.0,0.0,19.0,10.0,7.0,0.0,1.0,107.0,40.0,38.0,449.0,85.0,15.0,2.0,10.0,42.0,0.0,5.0,114.0,0.0,7.0,3.2,3.81,1.19,131.8,111.5,2.67,1.09,4000
130,131.0,구창모,1997-02-17,NC Dinos,2019,23.0,0.0,0.0,19.0,10.0,7.0,0.0,1.0,107.0,40.0,38.0,449.0,85.0,15.0,2.0,10.0,42.0,0.0,5.0,114.0,0.0,7.0,3.2,3.81,1.19,131.8,111.5,2.67,1.09,3300
131,132.0,주권,1995-05-31,KT Wiz,2016,28.0,1.0,1.0,26.0,6.0,8.0,0.0,0.0,134.0,80.0,76.0,594.0,162.0,36.0,3.0,14.0,44.0,0.0,5.0,63.0,1.0,2.0,5.1,5.31,1.54,102.4,98.1,2.67,-1.22,15000
132,133.0,이재학,1990-10-04,NC Dinos,2018,29.0,1.0,0.0,29.0,5.0,13.0,0.0,0.0,152.1,87.0,81.0,658.0,157.0,27.0,2.0,13.0,49.0,2.0,10.0,116.0,0.0,6.0,4.79,4.54,1.35,108.4,115.4,2.67,-1.06,16500
132,133.0,이재학,1990-10-04,NC Dinos,2018,29.0,1.0,0.0,29.0,5.0,13.0,0.0,0.0,152.1,87.0,81.0,658.0,157.0,27.0,2.0,13.0,49.0,2.0,10.0,116.0,0.0,6.0,4.79,4.54,1.35,108.4,115.4,2.67,-1.06,0
133,134.0,박준표,1992-06-26,Kia Tigers,2020,50.0,0.0,0.0,0.0,7.0,1.0,6.0,11.0,51.2,16.0,9.0,205.0,41.0,3.0,0.0,3.0,8.0,2.0,0.0,44.0,0.0,2.0,1.57,2.96,0.95,306.2,162.2,2.66,1.35,6400
133,134.0,박준표,1992-06-26,Kia Tigers,2020,50.0,0.0,0.0,0.0,7.0,1.0,6.0,11.0,51.2,16.0,9.0,205.0,41.0,3.0,0.0,3.0,8.0,2.0,0.0,44.0,0.0,2.0,1.57,2.96,0.95,306.2,162.2,2.66,1.35,4000
134,135.0,배제성,1996-09-29,Kia Tigers,2020,26.0,0.0,0.0,26.0,10.0,7.0,0.0,0.0,141.1,67.0,62.0,619.0,130.0,30.0,1.0,12.0,76.0,0.0,4.0,83.0,1.0,11.0,3.95,5.18,1.46,121.7,91.8,2.65,1.09,35000
137,138.0,서진용,1992-10-02,SSG Landers,2019,72.0,0.0,0.0,0.0,3.0,1.0,4.0,33.0,68.0,19.0,18.0,279.0,53.0,9.0,2.0,2.0,28.0,4.0,2.0,76.0,0.0,1.0,2.38,2.7,1.19,178.6,157.4,2.63,2.87,2800
138,139.0,주권,1995-05-31,Kia Tigers,2020,77.0,0.0,0.0,0.0,6.0,2.0,0.0,31.0,70.0,25.0,21.0,294.0,54.0,11.0,0.0,6.0,32.0,1.0,1.0,37.0,0.0,0.0,2.7,4.98,1.23,177.9,95.5,2.63,1.16,2700
139,140.0,다이아몬드,1986-07-30,SSG Landers,2017,24.0,1.0,1.0,24.0,10.0,7.0,0.0,0.0,134.1,69.0,66.0,581.0,163.0,20.0,3.0,11.0,35.0,1.0,9.0,59.0,0.0,2.0,4.42,4.88,1.47,113.8,103.2,2.63,0.48,9500
140,141.0,소사,1985-07-28,LG Twins,2016,33.0,0.0,0.0,33.0,10.0,9.0,0.0,0.0,199.0,121.0,114.0,870.0,258.0,47.0,8.0,12.0,38.0,2.0,9.0,107.0,0.0,6.0,5.16,4.18,1.49,98.6,121.0,2.63,-2.01,6800
140,141.0,소사,1985-07-28,LG Twins,2016,33.0,0.0,0.0,33.0,10.0,9.0,0.0,0.0,199.0,121.0,114.0,870.0,258.0,47.0,8.0,12.0,38.0,2.0,9.0,107.0,0.0,6.0,5.16,4.18,1.49,98.6,121.0,2.63,-2.01,7000
140,141.0,소사,1985-07-28,LG Twins,2016,33.0,0.0,0.0,33.0,10.0,9.0,0.0,0.0,199.0,121.0,114.0,870.0,258.0,47.0,8.0,12.0,38.0,2.0,9.0,107.0,0.0,6.0,5.16,4.18,1.49,98.6,121.0,2.63,-2.01,2700
141,142.0,오승환,1982-07-15,Samsung Lions,2020,45.0,0.0,0.0,0.0,3.0,2.0,18.0,2.0,47.2,14.0,14.0,201.0,44.0,10.0,1.0,2.0,15.0,0.0,2.0,39.0,0.0,1.0,2.64,3.53,1.24,185.6,136.4,2.62,1.82,3000
142,143.0,이태양,1990-07-03,Hanwha Eagles,2018,63.0,0.0,0.0,0.0,4.0,2.0,0.0,12.0,79.1,30.0,25.0,325.0,66.0,11.0,1.0,10.0,23.0,2.0,4.0,85.0,0.0,4.0,2.84,4.27,1.12,186.8,125.3,2.62,0.95,10000
143,144.0,알칸타라,1992-12-04,Kia Tigers,2019,27.0,1.0,0.0,27.0,11.0,11.0,0.0,0.0,172.2,80.0,77.0,724.0,189.0,39.0,3.0,15.0,27.0,0.0,8.0,100.0,2.0,2.0,4.01,3.98,1.25,103.1,103.3,2.6,0.88,0
145,146.0,김진성,1985-03-07,NC Dinos,2017,69.0,0.0,0.0,0.0,10.0,6.0,0.0,15.0,89.2,38.0,36.0,361.0,72.0,9.0,0.0,13.0,27.0,3.0,2.0,98.0,0.0,11.0,3.61,4.3,1.1,137.2,116.1,2.56,1.39,6500
146,147.0,양현종,1988-03-01,Kia Tigers,2020,31.0,0.0,0.0,31.0,11.0,10.0,0.0,0.0,172.1,99.0,90.0,746.0,180.0,40.0,4.0,13.0,64.0,0.0,5.0,149.0,0.0,7.0,4.7,4.01,1.42,102.1,120.1,2.52,-0.98,60000
146,147.0,양현종,1988-03-01,Kia Tigers,2020,31.0,0.0,0.0,31.0,11.0,10.0,0.0,0.0,172.1,99.0,90.0,746.0,180.0,40.0,4.0,13.0,64.0,0.0,5.0,149.0,0.0,7.0,4.7,4.01,1.42,102.1,120.1,2.52,-0.98,8000
146,147.0,양현종,1988-03-01,Kia Tigers,2020,31.0,0.0,0.0,31.0,11.0,10.0,0.0,0.0,172.1,99.0,90.0,746.0,180.0,40.0,4.0,13.0,64.0,0.0,5.0,149.0,0.0,7.0,4.7,4.01,1.42,102.1,120.1,2.52,-0.98,47900
146,147.0,양현종,1988-03-01,Kia Tigers,2020,31.0,0.0,0.0,31.0,11.0,10.0,0.0,0.0,172.1,99.0,90.0,746.0,180.0,40.0,4.0,13.0,64.0,0.0,5.0,149.0,0.0,7.0,4.7,4.01,1.42,102.1,120.1,2.52,-0.98,230000
147,148.0,임준혁,1984-10-09,Kia Tigers,2015,27.0,0.0,0.0,21.0,9.0,6.0,0.0,2.0,118.2,58.0,54.0,514.0,125.0,23.0,1.0,11.0,43.0,1.0,8.0,73.0,0.0,3.0,4.1,4.85,1.42,120.4,101.7,2.49,0.36,8000
148,149.0,고영표,1991-09-16,KT Wiz,2017,25.0,2.0,1.0,24.0,8.0,12.0,0.0,1.0,141.2,84.0,80.0,612.0,170.0,32.0,1.0,13.0,16.0,0.0,18.0,125.0,1.0,6.0,5.08,3.88,1.31,99.7,128.4,2.46,-0.81,4600
148,149.0,고영표,1991-09-16,KT Wiz,2017,25.0,2.0,1.0,24.0,8.0,12.0,0.0,1.0,141.2,84.0,80.0,612.0,170.0,32.0,1.0,13.0,16.0,0.0,18.0,125.0,1.0,6.0,5.08,3.88,1.31,99.7,128.4,2.46,-0.81,25000
149,150.0,박상원,1994-09-09,Hanwha Eagles,2018,69.0,0.0,0.0,0.0,4.0,2.0,0.0,9.0,60.0,17.0,14.0,256.0,59.0,13.0,0.0,3.0,21.0,1.0,4.0,62.0,0.0,3.0,2.1,3.62,1.33,252.3,146.8,2.44,0.44,18800
152,153.0,장시환,1987-11-01,KT Wiz,2015,47.0,0.0,0.0,0.0,7.0,5.0,12.0,0.0,74.2,33.0,33.0,308.0,73.0,13.0,2.0,1.0,28.0,2.0,1.0,75.0,0.0,6.0,3.98,2.87,1.35,126.3,174.9,2.42,-0.31,11500
153,154.0,문승원,1989-11-28,SSG Landers,2018,31.0,0.0,0.0,27.0,8.0,9.0,1.0,1.0,150.2,86.0,77.0,656.0,180.0,33.0,2.0,24.0,37.0,0.0,4.0,122.0,0.0,4.0,4.6,5.1,1.44,114.3,104.0,2.41,-1.49,6300
153,154.0,문승원,1989-11-28,SSG Landers,2018,31.0,0.0,0.0,27.0,8.0,9.0,1.0,1.0,150.2,86.0,77.0,656.0,180.0,33.0,2.0,24.0,37.0,0.0,4.0,122.0,0.0,4.0,4.6,5.1,1.44,114.3,104.0,2.41,-1.49,0
153,154.0,문승원,1989-11-28,SSG Landers,2018,31.0,0.0,0.0,27.0,8.0,9.0,1.0,1.0,150.2,86.0,77.0,656.0,180.0,33.0,2.0,24.0,37.0,0.0,4.0,122.0,0.0,4.0,4.6,5.1,1.44,114.3,104.0,2.41,-1.49,170000
155,156.0,윤희상,1985-05-17,SSG Landers,2016,23.0,0.0,0.0,22.0,9.0,6.0,0.0,0.0,122.2,69.0,66.0,540.0,143.0,18.0,2.0,18.0,44.0,0.0,6.0,74.0,1.0,5.0,4.84,5.72,1.52,107.8,91.8,2.4,-0.6,3700
156,157.0,브리검,1988-02-10,Kiwoom Heroes,2020,21.0,0.0,0.0,21.0,9.0,5.0,0.0,0.0,107.0,45.0,43.0,456.0,98.0,7.0,2.0,6.0,42.0,1.0,5.0,105.0,0.0,8.0,3.62,3.61,1.31,130.5,129.1,2.4,1.08,7000
156,157.0,브리검,1988-02-10,Kiwoom Heroes,2020,21.0,0.0,0.0,21.0,9.0,5.0,0.0,0.0,107.0,45.0,43.0,456.0,98.0,7.0,2.0,6.0,42.0,1.0,5.0,105.0,0.0,8.0,3.62,3.61,1.31,130.5,129.1,2.4,1.08,0
156,157.0,브리검,1988-02-10,Kiwoom Heroes,2020,21.0,0.0,0.0,21.0,9.0,5.0,0.0,0.0,107.0,45.0,43.0,456.0,98.0,7.0,2.0,6.0,42.0,1.0,5.0,105.0,0.0,8.0,3.62,3.61,1.31,130.5,129.1,2.4,1.08,15000
156,157.0,브리검,1988-02-10,Kiwoom Heroes,2020,21.0,0.0,0.0,21.0,9.0,5.0,0.0,0.0,107.0,45.0,43.0,456.0,98.0,7.0,2.0,6.0,42.0,1.0,5.0,105.0,0.0,8.0,3.62,3.61,1.31,130.5,129.1,2.4,1.08,0
157,158.0,이태양,1990-07-03,Hanwha Eagles,2016,29.0,0.0,0.0,25.0,5.0,8.0,1.0,0.0,112.1,66.0,62.0,512.0,128.0,20.0,0.0,15.0,62.0,1.0,3.0,60.0,0.0,2.0,4.97,6.17,1.69,105.7,85.0,2.38,-1.24,5000
159,160.0,프리드릭,1987-07-08,NC Dinos,2019,12.0,2.0,1.0,12.0,7.0,4.0,0.0,0.0,72.0,22.0,22.0,294.0,63.0,6.0,0.0,4.0,22.0,1.0,3.0,56.0,0.0,2.0,2.75,3.57,1.18,153.2,118.3,2.38,0.79,8000
160,161.0,소형준,2001-09-16,Kia Tigers,2020,26.0,0.0,0.0,24.0,13.0,6.0,0.0,0.0,133.0,63.0,57.0,572.0,141.0,23.0,0.0,6.0,45.0,0.0,6.0,92.0,0.0,2.0,3.86,3.91,1.4,124.6,122.0,2.37,0.3,13500
162,163.0,김윤동,1993-04-01,Kia Tigers,2018,64.0,0.0,0.0,0.0,7.0,6.0,4.0,18.0,82.2,39.0,34.0,369.0,71.0,13.0,1.0,9.0,54.0,7.0,2.0,79.0,0.0,7.0,3.7,5.12,1.51,138.7,100.9,2.37,-0.97,8500
162,163.0,김윤동,1993-04-01,Kia Tigers,2018,64.0,0.0,0.0,0.0,7.0,6.0,4.0,18.0,82.2,39.0,34.0,369.0,71.0,13.0,1.0,9.0,54.0,7.0,2.0,79.0,0.0,7.0,3.7,5.12,1.51,138.7,100.9,2.37,-0.97,9000
163,164.0,류제국,1983-05-30,LG Twins,2015,24.0,0.0,0.0,23.0,4.0,9.0,0.0,0.0,130.0,72.0,69.0,572.0,134.0,20.0,3.0,16.0,55.0,1.0,14.0,88.0,0.0,16.0,4.78,5.43,1.45,98.2,85.8,2.37,-0.78,5100
163,164.0,류제국,1983-05-30,LG Twins,2015,24.0,0.0,0.0,23.0,4.0,9.0,0.0,0.0,130.0,72.0,69.0,572.0,134.0,20.0,3.0,16.0,55.0,1.0,14.0,88.0,0.0,16.0,4.78,5.43,1.45,98.2,85.8,2.37,-0.78,45000
164,165.0,이재학,1990-10-04,NC Dinos,2015,29.0,0.0,0.0,23.0,10.0,8.0,0.0,1.0,125.0,58.0,57.0,545.0,115.0,15.0,1.0,17.0,58.0,1.0,9.0,116.0,0.0,5.0,4.1,5.11,1.38,116.7,95.4,2.36,-0.13,15000
164,165.0,이재학,1990-10-04,NC Dinos,2015,29.0,0.0,0.0,23.0,10.0,8.0,0.0,1.0,125.0,58.0,57.0,545.0,115.0,15.0,1.0,17.0,58.0,1.0,9.0,116.0,0.0,5.0,4.1,5.11,1.38,116.7,95.4,2.36,-0.13,10000
164,165.0,이재학,1990-10-04,NC Dinos,2015,29.0,0.0,0.0,23.0,10.0,8.0,0.0,1.0,125.0,58.0,57.0,545.0,115.0,15.0,1.0,17.0,58.0,1.0,9.0,116.0,0.0,5.0,4.1,5.11,1.38,116.7,95.4,2.36,-0.13,6000
166,167.0,신재영,1989-11-18,Nexen Heroes,2017,34.0,1.0,1.0,15.0,6.0,7.0,1.0,2.0,125.0,68.0,63.0,537.0,137.0,31.0,2.0,14.0,25.0,1.0,16.0,75.0,0.0,1.0,4.54,4.95,1.3,109.6,99.0,2.34,-0.36,5700
167,168.0,백정현,1987-07-13,Samsung Lions,2018,25.0,0.0,0.0,23.0,7.0,7.0,1.0,0.0,125.2,68.0,64.0,540.0,142.0,27.0,2.0,18.0,36.0,0.0,3.0,99.0,0.0,2.0,4.58,5.05,1.42,115.7,104.1,2.34,-0.87,6000
167,168.0,백정현,1987-07-13,Samsung Lions,2018,25.0,0.0,0.0,23.0,7.0,7.0,1.0,0.0,125.2,68.0,64.0,540.0,142.0,27.0,2.0,18.0,36.0,0.0,3.0,99.0,0.0,2.0,4.58,5.05,1.42,115.7,104.1,2.34,-0.87,5700
168,169.0,린드블럼,1987-06-15,Lotte Giants,2017,12.0,0.0,0.0,12.0,5.0,3.0,0.0,0.0,72.2,31.0,30.0,296.0,66.0,10.0,1.0,10.0,18.0,0.0,2.0,76.0,2.0,3.0,3.72,4.26,1.16,135.6,118.6,2.33,0.69,10000
168,169.0,린드블럼,1987-06-15,Lotte Giants,2017,12.0,0.0,0.0,12.0,5.0,3.0,0.0,0.0,72.2,31.0,30.0,296.0,66.0,10.0,1.0,10.0,18.0,0.0,2.0,76.0,2.0,3.0,3.72,4.26,1.16,135.6,118.6,2.33,0.69,2900
168,169.0,린드블럼,1987-06-15,Lotte Giants,2017,12.0,0.0,0.0,12.0,5.0,3.0,0.0,0.0,72.2,31.0,30.0,296.0,66.0,10.0,1.0,10.0,18.0,0.0,2.0,76.0,2.0,3.0,3.72,4.26,1.16,135.6,118.6,2.33,0.69,170000
168,169.0,린드블럼,1987-06-15,Lotte Giants,2017,12.0,0.0,0.0,12.0,5.0,3.0,0.0,0.0,72.2,31.0,30.0,296.0,66.0,10.0,1.0,10.0,18.0,0.0,2.0,76.0,2.0,3.0,3.72,4.26,1.16,135.6,118.6,2.33,0.69,210000
169,170.0,듀브론트,1987-10-23,Lotte Giants,2018,25.0,0.0,0.0,25.0,6.0,9.0,0.0,0.0,137.1,82.0,75.0,629.0,162.0,29.0,2.0,13.0,62.0,1.0,8.0,109.0,3.0,10.0,4.92,4.98,1.63,106.1,104.8,2.33,-1.66,0
170,171.0,유희관,1986-06-01,Doosan Bears,2017,30.0,2.0,1.0,29.0,11.0,6.0,0.0,1.0,188.2,104.0,95.0,822.0,228.0,37.0,3.0,20.0,41.0,1.0,10.0,106.0,1.0,5.0,4.53,4.78,1.43,106.2,100.6,2.33,-1.03,35000
170,171.0,유희관,1986-06-01,Doosan Bears,2017,30.0,2.0,1.0,29.0,11.0,6.0,0.0,1.0,188.2,104.0,95.0,822.0,228.0,37.0,3.0,20.0,41.0,1.0,10.0,106.0,1.0,5.0,4.53,4.78,1.43,106.2,100.6,2.33,-1.03,22500
172,173.0,김민우,1995-07-25,Hanwha Eagles,2020,26.0,0.0,0.0,25.0,5.0,10.0,0.0,0.0,132.2,72.0,64.0,593.0,121.0,16.0,1.0,15.0,72.0,3.0,7.0,124.0,2.0,10.0,4.34,4.88,1.46,108.9,98.2,2.31,-0.68,9000
173,174.0,송명기,2000-08-09,NC Dinos,2020,36.0,0.0,0.0,12.0,9.0,3.0,0.0,0.0,87.2,37.0,36.0,372.0,78.0,13.0,0.0,12.0,39.0,1.0,2.0,72.0,0.0,7.0,3.7,5.06,1.34,132.2,95.9,2.31,0.1,2700
