,출연자,회차,구독자수,시청률,직업,성별,나이,수상여부,인지도,년,월,일
0,나영석,40,0,2.6,서비스,M,중년,Y,Y,2019,10,22
1,이명진,40,0,2.6,서비스,M,청년,N,N,2019,10,22
2,김부연,41,0,2.7,기타,F,중년,N,N,2019,10,29
3,김유자,41,0,2.7,기타,F,청년,N,N,2019,10,29
4,김만순,41,0,2.7,기타,F,노년,N,N,2019,10,29
5,전정자,41,0,2.7,기타,F,중년,N,N,2019,10,29
6,강충구,41,0,2.7,기타,M,중년,N,N,2019,10,29
7,김정순,41,0,2.7,기타,F,중년,N,N,2019,10,29
8,한정석,41,0,2.7,기타,M,어린이,N,N,2019,10,29
9,홍보민,41,0,2.7,기타,M,어린이,N,N,2019,10,29
10,길태후,41,0,2.7,기타,M,어린이,Y,N,2019,10,29
11,길흥순,41,0,2.7,산업,F,중년,Y,N,2019,10,29
12,서담희,43,0,2.4,기타,F,청년,N,N,2019,11,12
13,세나,43,0,2.4,기타,F,청년,Y,N,2019,11,12
14,남숙현,43,0,2.4,산업,F,청년,N,N,2019,11,12
15,김기숙,43,0,2.4,기타,F,중년,N,N,2019,11,12
16,임재윤,43,0,2.4,기타,M,청년,N,N,2019,11,12
17,이규형,43,0,2.4,기타,M,청년,N,N,2019,11,12
18,김범준,45,0,2.5,기타,M,청년,Y,N,2019,11,26
19,최연애,45,0,2.5,서비스,F,중년,N,N,2019,11,26
20,고대영,45,0,2.5,기타,M,청년,Y,N,2019,11,26
21,고석교,45,0,2.5,서비스,M,중년,N,N,2019,11,26
22,김현지,45,0,2.5,기타,F,청년,N,N,2019,11,26
23,김현이,45,0,2.5,기타,F,청년,N,N,2019,11,26
24,이태석,45,0,2.5,서비스,M,중년,N,N,2019,11,26
25,정대례,47,0,2.606,전문기술,F,청년,N,N,2020,3,11
26,김슬기,47,0,2.606,전문기술,F,청년,N,N,2020,3,11
27,서명옥,47,0,2.606,전문기술,F,청년,N,Y,2020,3,11
28,함범녀,47,0,2.606,기타,F,노년,Y,N,2020,3,11
29,함범녀,42,60000,2.606,기타,F,노년,Y,N,2019,11,5
30,배용호,47,0,2.606,서비스,M,중년,Y,N,2020,3,11
31,이동훈,47,0,2.606,전문기술,M,청년,N,N,2020,3,11
32,이지연,47,0,2.606,전문기술,F,청년,N,N,2020,3,11
33,이지연,47,0,4.432,서비스,F,청년,N,N,2020,3,11
34,이지연,133,632009,2.606,전문기술,F,청년,N,N,2021,12,1
35,이지연,133,632009,4.432,서비스,F,청년,N,N,2021,12,1
36,강미연,47,0,2.606,서비스,F,중년,N,N,2020,3,11
37,차금덕,47,0,2.606,서비스,F,중년,N,N,2020,3,11
38,신덕순,47,0,2.606,서비스,F,중년,N,N,2020,3,11
39,김한슬,48,0,2.2,전문기술,F,청년,N,N,2020,3,18
40,김건태,48,0,2.2,전문기술,M,청년,N,N,2020,3,18
41,최자영,48,0,2.2,기타,F,청년,N,N,2020,3,18
42,최희화,48,0,2.2,운동선수,F,청년,Y,N,2020,3,18
43,김지헌,48,0,2.2,기타,F,청년,Y,N,2020,3,18
44,최정희,48,0,2.2,서비스,F,청년,N,N,2020,3,18
45,신원호,49,0,2.5,서비스,M,청년,Y,Y,2020,3,25
46,김대주,49,0,2.5,예술인,F,청년,N,N,2020,3,25
47,김란주,49,0,2.5,예술인,F,청년,N,Y,2020,3,25
48,정종연,49,0,2.5,서비스,M,청년,N,Y,2020,3,25
49,이명한,49,0,2.5,서비스,M,중년,Y,Y,2020,3,25
50,이윤수,50,0,2.323,기타,F,청년,N,N,2020,4,15
51,이윤수,50,0,2.323,기타,F,청년,N,N,2020,4,15
52,이준서,50,0,2.323,기타,M,청년,Y,N,2020,4,15
53,김민주,50,0,2.323,기타,F,청년,N,N,2020,4,15
54,박영서,50,0,2.323,기타,F,청년,N,N,2020,4,15
55,박서현,50,0,2.323,기타,F,청년,N,N,2020,4,15
56,오동고 프란시스 응고메 오켈로,51,0,2.735,기타,M,청년,N,N,2020,4,22
57,재재,51,0,2.735,연예인,F,청년,Y,Y,2020,4,22
58,장명숙,51,0,2.735,예술인,F,노년,Y,N,2020,4,22
59,박지선,52,0,2.601,연예인,F,청년,N,Y,2020,4,29
60,유성호,52,0,2.601,사회복지,M,중년,Y,Y,2020,4,29
61,표창원,52,0,2.601,전문기술,M,중년,Y,Y,2020,4,29
62,진용진,52,0,2.601,예술인,M,청년,N,Y,2020,4,29
63,진용진,52,0,2.601,예술인,M,청년,N,Y,2020,4,29
64,김정기,53,0,2.009,서비스,F,청년,N,N,2020,5,6
65,이봉수,53,0,2.009,기타,M,노년,Y,N,2020,5,6
66,김선기,53,0,2.009,기타,M,청년,N,N,2020,5,6
67,장효인,54,0,2.095,사회복지,F,청년,Y,Y,2020,5,13
68,이명학,54,0,2.095,연예인,M,청년,Y,Y,2020,5,13
69,송미경,54,0,2.095,사회복지,F,청년,Y,N,2020,5,13
70,존리,55,0,2.357,연예인,M,청년,N,N,2020,5,20
71,안은진,56,0,3.109,연예인,F,청년,Y,Y,2020,5,27
72,안은진,56,0,5.2,연예인,F,청년,Y,Y,2020,5,27
73,안은진,222,881000,3.109,연예인,F,청년,Y,Y,2023,12,6
74,안은진,222,881000,5.2,연예인,F,청년,Y,Y,2023,12,6
75,정문성,56,0,3.109,연예인,M,청년,N,Y,2020,5,27
76,김호중,57,0,3.086,연예인,M,청년,N,Y,2020,6,3
77,김민재,60,0,2.852,연예인,M,청년,Y,Y,2020,6,24
78,백현,61,0,2.52,연예인,M,청년,N,Y,2020,7,1
79,임하룡,62,0,2.753,연예인,M,중년,N,Y,2020,7,8
80,최유나,63,0,3.241,전문기술,F,청년,N,N,2020,7,15
81,주언규,64,0,3.241,예술인,M,청년,Y,N,2020,7,22
82,정우성,65,0,3.466,연예인,M,중년,Y,Y,2020,7,29
83,황상만,65,0,3.466,사회복지,M,중년,N,N,2020,7,29
84,권문현,65,0,3.466,서비스,M,청년,N,N,2020,7,29
85,김새별,66,20000,2.736,연예인,F,청년,N,N,2020,8,5
86,김창한,66,20000,2.736,전문기술,M,청년,N,N,2020,8,5
87,김예지,66,20000,2.736,사회복지,F,중년,N,Y,2020,8,5
88,남형도,66,20000,2.736,서비스,M,청년,Y,N,2020,8,5
89,김동우,67,40000,2.174,예술인,M,중년,Y,N,2020,8,12
90,박건호,67,40000,2.174,예술인,M,중년,Y,N,2020,8,12
91,문수일,67,40000,2.174,기타,M,노년,N,N,2020,8,12
92,한순옥,67,40000,2.174,기타,F,노년,N,N,2020,8,12
93,진성호,46,60000,2.5,사회복지,M,청년,N,N,2019,12,3
94,김혜진,46,60000,2.5,기타,F,청년,N,N,2019,12,3
95,현순심,46,60000,2.5,서비스,F,중년,Y,N,2019,12,3
96,고병선,46,60000,2.5,서비스,F,중년,Y,N,2019,12,3
97,김동일,46,60000,2.5,기타,M,청년,Y,N,2019,12,3
98,송광호,42,60000,2.3,연예인,M,청년,N,N,2019,11,5
99,강명은,42,60000,2.3,기타,F,청년,N,N,2019,11,5
100,함범녀_2,42,60000,2.3,기타,F,노년,Y,N,2019,11,5
101,정영석,42,60000,2.3,예술인,M,청년,Y,N,2019,11,5
102,전종안,42,60000,2.3,사회복지,M,중년,Y,N,2019,11,5
103,홍시율,42,60000,2.3,사회복지,M,청년,N,N,2019,11,5
104,홍동규,42,60000,2.3,사회복지,M,중년,N,N,2019,11,5
105,박정호,68,60000,3.617,사회복지,M,중년,N,N,2020,8,19
106,박진영,68,60000,3.617,연예인,M,중년,N,Y,2020,8,19
107,심은이,68,60000,3.617,서비스,F,중년,N,N,2020,8,19
108,이승훈,68,60000,3.617,전문기술,M,중년,Y,N,2020,8,19
109,서권순,68,60000,3.617,연예인,F,중년,N,Y,2020,8,19
110,김지희,46,80000,2.5,서비스,F,중년,Y,N,2019,12,3
111,정만택,46,80000,2.5,서비스,M,중년,N,N,2019,12,3
112,윤종계,69,80000,3.867,산업,M,노년,N,N,2020,8,26
113,범녀할머니,69,80000,3.867,기타,F,노년,N,N,2020,8,26
114,권용태,69,80000,3.867,전문기술,M,중년,Y,N,2020,8,26
115,양재명,69,80000,3.867,산업,M,중년,Y,N,2020,8,26
116,이승주,70,100000,2.906,기타,M,어린이,N,N,2020,9,2
117,송수연,70,100000,2.906,사회복지,F,중년,N,N,2020,9,2
118,진현우,70,100000,2.906,운동선수,M,청년,N,N,2020,9,2
119,오지우,70,100000,2.906,운동선수,M,청년,N,N,2020,9,2
120,이정희,70,100000,2.906,사회복지,F,중년,Y,N,2020,9,2
121,이욱진,70,100000,2.906,전문기술,F,청년,N,N,2020,9,2
122,민석기,70,100000,2.906,산업,M,중년,Y,N,2020,9,2
123,윤주은,44,120000,3.2,기타,F,어린이,N,N,2019,11,19
124,남진현,44,120000,3.2,기타,F,중년,N,N,2019,11,19
125,이정숙,44,120000,3.2,서비스,F,중년,Y,N,2019,11,19
126,이민희,44,120000,3.2,서비스,F,중년,Y,N,2019,11,19
127,이민희,44,120000,3.2,서비스,F,중년,Y,N,2019,11,19
128,조재동,44,120000,3.2,서비스,M,중년,Y,N,2019,11,19
129,권성기,41,120000,2.7,서비스,M,중년,Y,N,2019,10,29
130,김지명,71,120000,3.398,기타,M,청년,N,N,2020,9,9
131,민준홍,71,120000,3.398,기타,M,청년,N,N,2020,9,9
132,김성민,71,120000,3.398,기타,M,어린이,N,N,2020,9,9
133,서지음,71,120000,3.398,예술인,F,청년,N,Y,2020,9,9
134,최현민,71,120000,3.398,기타,M,어린이,N,N,2020,9,9
135,백희나,71,120000,3.398,예술인,F,중년,N,N,2020,9,9
136,임두원,71,120000,3.398,전문기술,M,중년,N,N,2020,9,9
137,유꽃비,72,140000,3.689,서비스,F,청년,Y,N,2020,9,16
138,변상희,72,140000,3.689,서비스,F,청년,Y,N,2020,9,16
139,소재현,72,140000,3.689,서비스,F,중년,N,N,2020,9,16
140,박광주,72,140000,3.689,서비스,M,청년,Y,N,2020,9,16
141,박용준,72,140000,3.689,서비스,M,청년,N,N,2020,9,16
142,신민아,73,160000,4.032,연예인,F,청년,N,Y,2020,9,23
143,오진우,43,160000,2.4,기타,M,청년,N,N,2019,11,12
144,이현주,43,160000,2.4,기타,F,청년,N,N,2019,11,12
145,이금주,73,160000,4.032,서비스,F,청년,Y,N,2020,9,23
146,김선태,73,160000,4.032,사회복지,M,청년,N,N,2020,9,23
147,김춘재,73,160000,4.032,서비스,M,청년,N,N,2020,9,23
148,김태현,73,160000,4.032,사회복지,M,노년,Y,N,2020,9,23
149,올레디,74,180000,2.487,예술인,F,청년,N,N,2020,9,30
150,이수영,74,180000,2.487,산업,M,노년,Y,N,2020,9,30
151,이날치,74,180000,2.487,예술인,F,중년,N,Y,2020,9,30
152,이상혁_2,74,180000,2.487,운동선수,M,청년,N,N,2020,9,30
153,이봉식,74,180000,2.487,기타,M,노년,Y,N,2020,9,30
154,윤선영,75,220000,3.188,예술인,F,청년,Y,N,2020,10,7
155,김관훈,75,220000,3.188,서비스,M,청년,N,N,2020,10,7
156,권지안,75,220000,3.188,서비스,F,청년,N,N,2020,10,7
157,권동호,75,220000,3.188,전문기술,M,중년,Y,N,2020,10,7
158,석노기,75,220000,3.188,예술인,M,중년,Y,N,2020,10,7
159,김철민,76,240000,3.542,사회복지,M,청년,N,N,2020,10,14
160,김찬석,76,240000,3.542,사회복지,M,중년,N,N,2020,10,14
161,박정민,76,240000,3.542,연예인,M,청년,Y,Y,2020,10,14
162,박정민,76,240000,4.633,연예인,M,청년,Y,Y,2020,10,14
163,이제길,76,240000,3.542,사회복지,M,청년,Y,N,2020,10,14
164,송지헌,77,260000,4.009,기타,F,청년,N,N,2020,10,21
165,박승희,77,260000,4.009,전문기술,F,청년,Y,Y,2020,10,21
166,김영삼,77,260000,4.009,전문기술,M,중년,N,Y,2020,10,21
167,권진성,77,260000,4.009,전문기술,M,중년,N,N,2020,10,21
168,김재연,78,280000,3.737,서비스,M,청년,N,N,2020,10,28
169,울프 슈뢰더,78,280000,3.737,기타,M,청년,N,N,2020,10,28
170,김지민,78,280000,3.737,산업,F,청년,Y,N,2020,10,28
171,김기환,78,280000,3.737,서비스,M,중년,Y,N,2020,10,28
172,김용덕,78,280000,3.737,서비스,M,중년,Y,N,2020,10,28
173,김의주,79,300000,3.382,전문기술,F,청년,Y,N,2020,11,4
174,곽유진,79,300000,3.382,예술인,M,청년,Y,N,2020,11,4
175,이동계,79,300000,3.382,전문기술,M,중년,Y,N,2020,11,4
176,이동섭,79,300000,3.382,전문기술,M,청년,N,N,2020,11,4
177,김희송,79,300000,3.382,전문기술,M,중년,N,N,2020,11,4
178,박남규,79,300000,3.382,전문기술,M,중년,Y,N,2020,11,4
179,박남규,79,300000,4.563,사회복지,M,청년,Y,N,2020,11,4
180,박남규,201,817000,3.382,전문기술,M,중년,Y,N,2023,7,5
181,박남규,201,817000,4.563,사회복지,M,청년,Y,N,2023,7,5
182,박치우,80,320000,3.328,사회복지,M,청년,Y,N,2020,11,11
183,김진선,80,320000,3.328,사회복지,F,청년,Y,N,2020,11,11
184,조진영,80,320000,3.328,사회복지,F,청년,N,N,2020,11,11
185,김명배,80,320000,3.328,사회복지,M,중년,N,N,2020,11,11
186,신미애,80,320000,3.328,사회복지,F,청년,Y,N,2020,11,11
187,김정현,81,340000,3.637,연예인,F,중년,Y,N,2020,11,18
188,정상훈,81,340000,3.637,사회복지,M,청년,Y,N,2020,11,18
189,장기하,81,340000,3.637,연예인,M,중년,N,Y,2020,11,18
190,조규태,81,340000,3.637,기타,M,중년,Y,N,2020,11,18
191,조민기,81,340000,3.637,기타,M,청년,Y,N,2020,11,18
192,한상원,81,340000,3.637,예술인,M,청년,N,Y,2020,11,18
193,이종효,82,360000,4.866,서비스,M,청년,N,N,2020,11,25
194,월호,82,360000,4.866,사회복지,M,중년,Y,N,2020,11,25
195,김지용,82,360000,4.866,전문기술,M,중년,Y,N,2020,11,25
196,공유,82,360000,4.866,연예인,M,중년,Y,Y,2020,11,25
197,강방천,82,360000,4.866,산업,M,노년,N,N,2020,11,25
198,조석,65,380000,3.466,예술인,M,중년,N,Y,2020,7,29
199,최소라,83,380000,4.422,연예인,F,청년,N,Y,2020,12,2
200,유영광,83,380000,4.422,예술인,M,청년,Y,N,2020,12,2
201,김명중,83,380000,4.422,예술인,M,청년,N,N,2020,12,2
202,신진서,83,380000,4.422,기타,M,어린이,Y,Y,2020,12,2
203,야옹이,83,380000,4.422,예술인,F,청년,Y,Y,2020,12,2
204,김은희,84,400000,5.033,예술인,F,중년,N,Y,2020,12,9
205,주지훈,84,400000,5.033,연예인,M,청년,Y,Y,2020,12,9
206,주지훈,109,567250,5.033,연예인,M,청년,Y,Y,2021,6,2
207,안태양,84,400000,5.033,산업,F,청년,N,N,2020,12,9
208,이진숙,85,440000,5.12,사회복지,F,중년,Y,N,2020,12,16
209,권일용,85,440000,5.12,전문기술,M,중년,Y,Y,2020,12,16
210,이수정,85,440000,5.12,사회복지,F,중년,N,Y,2020,12,16
211,황민구,85,440000,5.12,전문기술,M,중년,Y,N,2020,12,16
212,정인성,86,460000,3.982,서비스,M,청년,Y,N,2020,12,23
213,노희원,86,460000,3.982,서비스,F,중년,Y,N,2020,12,23
214,금동건,86,460000,3.982,예술인,M,중년,Y,N,2020,12,23
215,박현준,86,460000,3.982,기타,M,청년,Y,N,2020,12,23
216,허필용,87,480000,4.609,전문기술,M,노년,N,N,2020,12,30
217,강상희,87,480000,4.609,사회복지,M,중년,N,N,2020,12,30
218,류승연,87,480000,4.609,기타,F,청년,Y,N,2020,12,30
219,송재익,87,480000,4.609,서비스,M,중년,N,Y,2020,12,30
220,신재문,88,480000,4.492,기타,M,청년,N,N,2021,1,6
221,주미자,88,480000,4.492,예술인,F,중년,Y,N,2021,1,6
222,이유자,88,480000,4.492,예술인,F,중년,Y,N,2021,1,6
223,원태연,88,480000,4.492,예술인,M,청년,Y,Y,2021,1,6
224,신우석,88,480000,4.492,예술인,M,청년,N,N,2021,1,6
225,이승재,88,480000,4.492,서비스,M,청년,N,N,2021,1,6
226,박상민,45,500000,2.5,산업,M,청년,Y,N,2019,11,26
227,김춘식,44,502491,3.2,서비스,M,중년,N,N,2019,11,19
228,주려진,44,502491,3.2,서비스,F,중년,N,N,2019,11,19
229,정세랑,89,502491,4.671,예술인,F,중년,Y,Y,2021,1,13
230,배두나,89,502491,4.671,연예인,F,청년,N,Y,2021,1,13
231,이욱정,89,502491,4.671,서비스,M,중년,Y,Y,2021,1,13
232,권범,46,502491,2.5,기타,M,어린이,N,N,2019,12,3
233,윤석영,46,502491,2.5,기타,M,어린이,N,N,2019,12,3
234,현정호,46,502491,2.5,기타,M,어린이,Y,N,2019,12,3
235,무릎,90,504981,4.357,예술인,M,청년,N,N,2021,1,20
236,김진호,90,504981,4.357,연예인,M,청년,Y,Y,2021,1,20
237,이정화,90,504981,4.357,예술인,F,중년,Y,N,2021,1,20
238,이한경,90,504981,4.357,전문기술,M,중년,Y,N,2021,1,20
239,김민수,90,504981,4.357,연예인,M,청년,Y,Y,2021,1,20
240,김해준,90,504981,4.357,연예인,M,청년,Y,Y,2021,1,20
241,김영선,91,509963,4.3,연예인,F,청년,Y,N,2021,1,27
242,이종열,91,509963,4.3,예술인,M,노년,Y,N,2021,1,27
243,김태영,91,509963,4.3,연예인,M,중년,N,N,2021,1,27
244,안다훈,91,509963,4.3,기타,M,청년,N,N,2021,1,27
245,김선웅,91,509963,4.3,예술인,M,중년,Y,N,2021,1,27
246,김유진,86,512454,3.982,서비스,F,청년,N,N,2020,12,23
247,강문종,89,512454,4.671,사회복지,M,중년,N,N,2021,1,13
248,김민지,92,512454,4.731,전문기술,F,청년,N,N,2021,2,3
249,정미순,92,512454,4.731,전문기술,F,중년,Y,N,2021,2,3
250,강승구,92,512454,4.731,사회복지,M,청년,Y,N,2021,2,3
251,윤문현,61,514944,2.52,서비스,M,중년,Y,N,2020,7,1
252,지진희,93,514944,4.88,연예인,M,중년,Y,Y,2021,2,10
253,곽재식,93,514944,4.88,전문기술,M,청년,N,Y,2021,2,10
254,권오길,93,514944,4.88,서비스,M,청년,Y,N,2021,2,10
255,양승찬,93,514944,4.88,산업,M,청년,N,N,2021,2,10
256,남형주,93,519926,4.88,기타,M,청년,N,N,2021,2,10
257,윤재원,94,519926,4.762,전문기술,M,청년,Y,N,2021,2,17
258,윤재원,95,524907,4.762,전문기술,M,청년,Y,N,2021,2,24
259,최현욱,94,519926,4.762,전문기술,M,청년,Y,N,2021,2,17
260,허린,94,519926,4.762,전문기술,M,청년,Y,N,2021,2,17
261,박찬암,94,519926,4.762,전문기술,M,청년,Y,Y,2021,2,17
262,강수진,92,524907,4.731,예술인,F,중년,Y,Y,2021,2,3
263,김하경,95,524907,4.701,서비스,F,중년,Y,N,2021,2,24
264,황순원,95,524907,4.701,산업,M,청년,N,N,2021,2,24
265,김재훈,95,524907,4.701,산업,M,중년,Y,N,2021,2,24
266,맹성렬,96,527398,3.793,전문기술,M,중년,N,N,2021,3,3
267,정우덕,96,527398,3.793,전문기술,M,중년,Y,Y,2021,3,3
268,이호림,96,527398,3.793,예술인,M,중년,Y,N,2021,3,3
269,김경준,96,527398,3.793,예술인,M,중년,Y,N,2021,3,3
270,최상식,96,527398,3.793,예술인,M,중년,N,N,2021,3,3
271,진기주,97,529889,4.909,기타,F,청년,N,Y,2021,3,10
272,권오철,97,529889,4.909,기타,M,청년,N,N,2021,3,10
273,박미경,97,529889,4.909,전문기술,F,중년,N,N,2021,3,10
274,김인현,97,529889,4.909,전문기술,M,중년,N,Y,2021,3,10
275,김진호2,97,529889,4.909,전문기술,M,중년,Y,Y,2021,3,10
276,브레이브걸스,98,532380,5.302,연예인,F,청년,Y,Y,2021,3,17
277,김영미,98,532380,5.302,서비스,F,청년,Y,N,2021,3,17
278,전재홍,98,532380,5.302,사회복지,M,청년,N,N,2021,3,17
279,성귀수,98,532380,5.302,전문기술,M,청년,N,Y,2021,3,17
280,정희석,98,532380,5.302,사회복지,M,청년,N,N,2021,3,17
281,BTS,99,534870,6.74,연예인,M,청년,Y,Y,2021,3,24
282,아이유,100,544833,5.773,연예인,F,청년,N,Y,2021,3,31
283,이선,100,544833,5.773,예술인,F,청년,Y,Y,2021,3,31
284,김유빈,100,544833,5.773,운동선수,F,청년,Y,N,2021,3,31
285,이종화,100,544833,5.773,사회복지,M,중년,N,N,2021,3,31
286,김범석,101,547324,4.58,전문기술,M,중년,Y,N,2021,4,7
287,이철희,101,547324,4.58,사회복지,M,노년,Y,N,2021,4,7
288,김갑연,101,547324,4.58,사회복지,F,노년,N,N,2021,4,7
289,한민홍,101,547324,4.58,전문기술,M,노년,N,N,2021,4,7
290,니키리,102,549815,4.478,예술인,F,중년,N,N,2021,4,14
291,이동진,102,549815,4.478,예술인,M,중년,Y,Y,2021,4,14
292,박대성,102,549815,4.478,사회복지,M,중년,N,N,2021,4,14
293,나태주,102,549815,4.478,예술인,M,노년,Y,Y,2021,4,14
294,이문수,103,552306,4.523,사회복지,M,중년,Y,N,2021,4,21
295,신계숙,103,552306,4.523,사회복지,F,중년,Y,N,2021,4,21
296,핲기,103,552306,4.523,예술인,M,중년,Y,N,2021,4,21
297,조명신,103,552306,4.523,예술인,M,중년,N,N,2021,4,21
298,서아람,104,552306,4.521,사회복지,F,중년,N,N,2021,4,28
299,김동현,104,552306,4.521,운동선수,M,중년,N,Y,2021,4,28
300,윤병임,104,552306,4.521,전문기술,F,중년,Y,N,2021,4,28
301,데이비드린튼,104,554796,4.521,전문기술,M,청년,N,N,2021,4,28
302,남창희,105,557287,5.831,연예인,M,중년,N,Y,2021,5,5
303,지석진,105,557287,5.831,연예인,M,중년,N,Y,2021,5,5
304,김영희pd,105,557287,5.831,연예인,F,중년,N,Y,2021,5,5
305,여준영,106,559778,4.115,기타,F,어린이,Y,N,2021,5,12
306,김연진,106,559778,4.115,사회복지,M,중년,N,N,2021,5,12
307,이광형,106,559778,4.115,사회복지,M,노년,Y,N,2021,5,12
308,이상배,106,559778,4.115,서비스,M,노년,N,N,2021,5,12
309,박준,107,562269,5.875,예술인,M,청년,N,Y,2021,5,19
310,박상수,107,562269,5.875,서비스,M,노년,N,N,2021,5,19
311,이준수,107,562269,5.875,기타,M,어린이,Y,Y,2021,5,19
312,홍진경,107,562269,5.875,연예인,F,중년,N,Y,2021,5,19
313,김라엘,107,562269,5.875,기타,F,어린이,N,N,2021,5,19
314,이기진,107,562269,5.875,사회복지,M,중년,Y,Y,2021,5,19
315,조수미,108,564759,4.657,예술인,F,중년,Y,Y,2021,5,26
316,송주석,108,564759,4.657,전문기술,M,중년,Y,N,2021,5,26
317,선용원,108,564759,4.657,사회복지,M,중년,Y,N,2021,5,26
318,이종학,64,564759,3.241,전문기술,M,중년,Y,N,2020,7,22
319,윤여순,109,567250,4.633,서비스,F,노년,Y,N,2021,6,2
320,김영달,109,567250,4.633,사회복지,M,노년,Y,N,2021,6,2
321,신승건,109,567250,4.633,전문기술,M,중년,Y,N,2021,6,2
322,김가람,110,569741,3.964,예술인,F,청년,Y,N,2021,6,9
323,윤성원,110,569741,3.964,예술인,M,청년,Y,N,2021,6,9
324,김세훈,110,569741,3.964,예술인,M,청년,Y,N,2021,6,9
325,이종필,110,569741,3.964,예술인,M,청년,N,Y,2021,6,9
326,토마스타반아콧,111,572231,4.408,전문기술,M,청년,Y,N,2021,6,16
327,노기화,111,572231,4.408,사회복지,F,중년,Y,N,2021,6,16
328,이예준,111,572231,4.408,기타,M,청년,N,N,2021,6,16
329,이하얀,111,572231,4.408,서비스,F,중년,Y,N,2021,6,16
330,고건우,112,574722,4.398,기타,M,어린이,N,N,2021,6,23
331,황인,112,574722,4.398,서비스,M,청년,N,N,2021,6,23
332,신하균,112,574722,4.398,연예인,M,중년,N,Y,2021,6,23
333,백승권,112,574722,4.398,사회복지,M,청년,Y,N,2021,6,23
334,빅마마,113,577213,5.022,연예인,F,중년,N,Y,2021,6,30
335,이상순,113,577213,5.022,연예인,M,중년,Y,Y,2021,6,30
336,신정호,113,577213,5.022,사회복지,M,중년,Y,N,2021,6,30
337,배정원,114,579704,4.631,사회복지,F,중년,Y,N,2021,7,7
338,신종호,114,579704,4.631,사회복지,M,노년,N,N,2021,7,7
339,이호,114,579704,4.631,사회복지,M,중년,Y,N,2021,7,7
340,박새롬,114,579704,4.631,연예인,F,청년,N,N,2021,7,7
341,김은주,115,582194,4.558,전문기술,F,중년,N,N,2021,7,14
342,강형원,115,582194,4.558,예술인,M,중년,Y,N,2021,7,14
343,한재민,115,582194,4.558,예술인,M,청년,Y,N,2021,7,14
344,송미라,115,582194,4.558,운동선수,F,청년,N,N,2021,7,14
345,이찬민,115,582194,4.558,운동선수,M,청년,N,N,2021,7,14
346,김성언,116,584685,4.988,전문기술,M,중년,N,N,2021,7,21
347,김무년,116,584685,4.988,전문기술,M,중년,N,N,2021,7,21
348,최소망,116,584685,4.988,전문기술,F,청년,N,N,2021,7,21
349,박세영,116,584685,4.988,서비스,M,중년,N,N,2021,7,21
350,서동순,116,584685,4.988,전문기술,F,중년,Y,N,2021,7,21
351,조승우,117,587176,6.258,연예인,M,중년,N,Y,2021,7,28
352,SG워너비,117,587176,6.258,연예인,M,청년,Y,Y,2021,7,28
353,샤론최,117,587176,6.258,서비스,F,청년,Y,N,2021,7,28
354,신혜림,118,592157,5.362,서비스,F,청년,N,N,2021,8,11
355,임세영,118,592157,5.362,서비스,F,청년,N,N,2021,8,11
356,고길석,118,592157,5.362,서비스,M,중년,N,N,2021,8,11
357,문성준,118,592157,5.362,사회복지,M,청년,N,N,2021,8,11
358,정연식,119,594648,6.711,운동선수,M,청년,Y,N,2021,8,18
359,안창림,119,594648,6.711,운동선수,M,청년,Y,Y,2021,8,18
360,강채영,119,594648,6.711,운동선수,F,청년,N,Y,2021,8,18
361,안산,119,594648,6.711,운동선수,F,청년,N,Y,2021,8,18
362,장민희,119,594648,6.711,운동선수,F,청년,N,Y,2021,8,18
363,안드레진,119,594648,6.711,운동선수,M,청년,Y,Y,2021,8,18
364,황정민,120,597139,6.748,연예인,M,중년,N,Y,2021,8,25
365,여서정,120,597139,6.748,운동선수,F,청년,N,Y,2021,8,25
366,여서정,120,597139,6.748,운동선수,F,청년,N,Y,2021,8,25
367,신재환,120,597139,6.748,운동선수,M,청년,N,Y,2021,8,25
368,신재환,120,597139,6.748,운동선수,M,청년,N,Y,2021,8,25
369,오진혁,120,597139,6.748,운동선수,M,중년,N,Y,2021,8,25
370,오진혁,120,597139,6.748,운동선수,M,중년,N,Y,2021,8,25
371,오진혁,120,597139,6.748,운동선수,M,중년,N,Y,2021,8,25
372,김우진,120,597139,6.748,운동선수,M,청년,N,Y,2021,8,25
373,김제덕,120,597139,6.748,운동선수,M,청년,N,Y,2021,8,25
374,소녀시대,121,599630,5.924,연예인,F,청년,N,Y,2021,9,1
375,김수지,121,599630,5.924,운동선수,F,청년,Y,Y,2021,9,1
376,오지영,121,599630,5.924,운동선수,F,청년,N,Y,2021,9,1
377,양효진,121,599630,5.924,운동선수,F,청년,N,Y,2021,9,1
378,조구함,121,599630,5.924,운동선수,M,청년,Y,Y,2021,9,1
379,박지성,122,602120,5.534,운동선수,M,중년,Y,Y,2021,9,8
380,장항준,122,602120,5.534,예술인,M,중년,Y,Y,2021,9,8
381,백미경,122,602120,5.534,예술인,F,청년,N,Y,2021,9,8
382,김석중,122,602120,5.534,서비스,M,중년,N,N,2021,9,8
383,최현준,123,604611,5.299,연예인,M,청년,N,Y,2021,9,15
384,김고은,123,604611,5.299,연예인,F,청년,Y,Y,2021,9,15
385,배윤슬,123,604611,5.299,전문기술,F,청년,Y,N,2021,9,15
386,한동기,124,607102,4.698,기타,M,노년,N,Y,2021,9,29
